unix,date,symbol,open,high,low,close,Volume BTC,Volume USDD,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1748649600000,2025-05-31 00:00:00,BTC/USDD,103996.85,103999,102800,103899,137.34,0.001333,4.98,0.000048,13,103038.77
1748563200000,2025-05-30 00:00:00,BTC/USDD,105699,105999,103400,103601,1468.78,0.014063,28.16,0.000267,50,104445.31
1748476800000,2025-05-29 00:00:00,BTC/USDD,107749,108599,104601,104601,1193.74,0.01124,34.75,0.000329,47,106212.61
1748390400000,2025-05-28 00:00:00,BTC/USDD,107001,108749,106501,107749,788.12,0.007345,102.86,0.000961,19,107305.03
1748304000000,2025-05-27 00:00:00,BTC/USDD,109498.97,110400,107001,110400,50.32,0.000458,44.93,0.000408,13,109884.52
1748217600000,2025-05-26 00:00:00,BTC/USDD,109499,110100,109183.57,109248.99,393.3,0.003579,355.63,0.003234,38,109891.87
1748131200000,2025-05-25 00:00:00,BTC/USDD,107001,107999,106002,107999,347.23,0.003244,32.68,0.000303,18,107039.51
1748044800000,2025-05-24 00:00:00,BTC/USDD,106400.01,107999,101261.39,107999,2407.85,0.023683,4.41,0.000041,38,101685.01
1747958400000,2025-05-23 00:00:00,BTC/USDD,110000,110994.19,106400,106400,978.12,0.009013,136.55,0.00124,35,108543.61
1747872000000,2025-05-22 00:00:00,BTC/USDD,110358.19,111500,104900.04,111500,728.36,0.006611,610.96,0.005501,41,110215.62
1747785600000,2025-05-21 00:00:00,BTC/USDD,107158,109500,105700,109499,334.95,0.003106,283.59,0.002622,43,107850.78
1747699200000,2025-05-20 00:00:00,BTC/USDD,105599,106900,104001,105001,965.02,0.009165,173.16,0.001628,45,105301.62
1747612800000,2025-05-19 00:00:00,BTC/USDD,106158.22,106158.22,101501,105001,1399.57,0.013641,165.64,0.001576,59,102613.33
1747526400000,2025-05-18 00:00:00,BTC/USDD,103490.48,105600,103001,105600,2333.84,0.022446,1564.11,0.014994,39,103980.28
1747440000000,2025-05-17 00:00:00,BTC/USDD,102501.01,102501.01,102001,102001,153.09,0.001498,0,0,4,102202.19
1747353600000,2025-05-16 00:00:00,BTC/USDD,102501.01,104200,102501,103001,114.85,0.001115,11.25,0.000108,6,103008.4
1747267200000,2025-05-15 00:00:00,BTC/USDD,103599,104000,100800,103751,1098.28,0.010748,59.19,0.000574,57,102193.42
1747180800000,2025-05-14 00:00:00,BTC/USDD,103001,104199,101601,103499,166.19,0.001614,11.92,0.000115,20,102969.95
1747094400000,2025-05-13 00:00:00,BTC/USDD,101999,104600,101999,104600,143.71,0.001393,54.98,0.000529,20,103173.04
1747008000000,2025-05-12 00:00:00,BTC/USDD,103999,104599,100000,102499,2462.09,0.024078,37.39,0.00036,88,102263.16
1746921600000,2025-05-11 00:00:00,BTC/USDD,103001,104749,102501,103998.99,243.72,0.002347,238.38,0.002295,17,103846.7
1746835200000,2025-05-10 00:00:00,BTC/USDD,103248.98,104176.3,102751,104176.3,10671.25,0.102556,205.36,0.001981,37,104053.62
1746748800000,2025-05-09 00:00:00,BTC/USDD,103158.19,103658.19,101501,103248.99,415.19,0.004033,94.95,0.00092,34,102950.34
1746662400000,2025-05-08 00:00:00,BTC/USDD,97099,103158.22,97099,103158.22,1665.16,0.016633,1387.75,0.013831,83,100119.71
1746576000000,2025-05-07 00:00:00,BTC/USDD,96960,97398.97,95501,96749,1630.24,0.016834,1622.58,0.016754,40,96844.38
1746489600000,2025-05-06 00:00:00,BTC/USDD,94251.01,95999,93001,95950,163.66,0.001743,16.83,0.000176,14,93904.84
1746403200000,2025-05-05 00:00:00,BTC/USDD,94001.01,94999,93251,94999,2038.48,0.021781,2.46,0.000026,17,93590.4
1746316800000,2025-05-04 00:00:00,BTC/USDD,95251.01,95999,94001,94001,1875.39,0.019788,3.73,0.000039,39,94775.52
1746230400000,2025-05-03 00:00:00,BTC/USDD,95751,96000,95251,95251,402.13,0.004212,14.57,0.000152,14,95474.38
1746144000000,2025-05-02 00:00:00,BTC/USDD,96699,97372.99,95751,96001,257.24,0.002653,193.4,0.001988,15,96965.54
1746057600000,2025-05-01 00:00:00,BTC/USDD,94799,96500,94799,95501,841.97,0.008822,287.75,0.003022,25,95441.65
1745971200000,2025-04-30 00:00:00,BTC/USDD,94749,94999,93501,93501,4.14,0.000044,2.08,0.000022,4,94254.29
1745884800000,2025-04-29 00:00:00,BTC/USDD,94501,95249,94001,94001,3.59,0.000038,1.14,0.000012,3,94542.73
1745798400000,2025-04-28 00:00:00,BTC/USDD,93001,95249,93001,94999,6.79,0.000072,3.32,0.000035,6,94409.45
1745712000000,2025-04-27 00:00:00,BTC/USDD,93728.56,93728.56,93001,93001,14.04,0.00015,0,0,4,93643.83
1745625600000,2025-04-26 00:00:00,BTC/USDD,94001,94001,93001,93001,2.34,0.000025,0,0,3,93701.85
1745539200000,2025-04-25 00:00:00,BTC/USDD,93999,95500,93999,95500,81.6,0.000861,81.6,0.000861,16,94784.11
1745452800000,2025-04-24 00:00:00,BTC/USDD,93001,93749,92501,93749,91,0.000971,88.87,0.000948,4,93725.36
1745366400000,2025-04-23 00:00:00,BTC/USDD,93300,94099,92001,93999,144.61,0.001562,130.75,0.001412,16,92590.49
1745280000000,2025-04-22 00:00:00,BTC/USDD,87699,93100,87699,93100,1208.08,0.013201,1208.08,0.013201,54,91520.34
1745193600000,2025-04-21 00:00:00,BTC/USDD,85499,88009,85499,88006.73,93.95,0.001072,91.77,0.001047,17,87647.71
1745107200000,2025-04-20 00:00:00,BTC/USDD,84251,84251,84251,84251,1.09,0.000013,0,0,1,84251
1745020800000,2025-04-19 00:00:00,BTC/USDD,85247.57,85490.17,85247.54,85490.17,101.17,0.001185,101.17,0.001185,13,85381.43
1744934400000,2025-04-18 00:00:00,BTC/USDD,84924.15,84924.15,84924.15,84924.15,0,0,0,0,0,84924.15
1744848000000,2025-04-17 00:00:00,BTC/USDD,84924.15,84924.15,84924.15,84924.15,17.49,0.000206,17.49,0.000206,1,84924.15
1744761600000,2025-04-16 00:00:00,BTC/USDD,84999,84999,83501,83501,18.06,0.000216,1.01,0.000012,4,83613.51
1744675200000,2025-04-15 00:00:00,BTC/USDD,85499,86009,84751,84751,147.73,0.001723,6.52,0.000076,8,85745.68
1744588800000,2025-04-14 00:00:00,BTC/USDD,83749,85499,83749,85499,144.22,0.001697,144.22,0.001697,12,84989.99
1744502400000,2025-04-13 00:00:00,BTC/USDD,85001,85499,83501,83501,8.61,0.000102,2.28,0.000027,7,84423.71
1744416000000,2025-04-12 00:00:00,BTC/USDD,83251,85499,83001,85499,146.31,0.001754,29.31,0.000347,21,83422.61
1744329600000,2025-04-11 00:00:00,BTC/USDD,79999,83999,79999,83251,32.74,0.000396,25.32,0.000306,17,82702.16
1744243200000,2025-04-10 00:00:00,BTC/USDD,83008.97,83008.97,79001,79499,336.3,0.004095,197.2,0.002377,14,82137.49
1744156800000,2025-04-09 00:00:00,BTC/USDD,76251,82749,74501.01,82749,114354.65,1.534174,114274.45,1.533099,107,74539.66
1744070400000,2025-04-08 00:00:00,BTC/USDD,80499,80499,77251,77251,14.56,0.000184,4.99,0.000062,7,79197.47
1743984000000,2025-04-07 00:00:00,BTC/USDD,78001,80500,75336.75,78018.5,719.74,0.009084,510.13,0.006387,36,79253.44
1743897600000,2025-04-06 00:00:00,BTC/USDD,82501.01,82501.01,77501,77501,53.09,0.000658,0,0,15,80702.87
1743811200000,2025-04-05 00:00:00,BTC/USDD,83472.18,83499,83251,83499,8.17,0.000098,1,0.000012,3,83441.68
1743724800000,2025-04-04 00:00:00,BTC/USDD,83248.99,83999,82001,82001,253.56,0.003051,108.9,0.001308,6,83107.96
1743638400000,2025-04-03 00:00:00,BTC/USDD,82500,82999,82000,82999,25.34,0.000308,3.14,0.000038,8,82282.83
1743552000000,2025-04-02 00:00:00,BTC/USDD,84801.14,88000,82601,82601,282.84,0.003315,167.6,0.001955,20,85329.7
1743465600000,2025-04-01 00:00:00,BTC/USDD,82505.13,85249,82505.13,85249,24.2,0.000291,9.35,0.000111,9,83177.29
1743379200000,2025-03-31 00:00:00,BTC/USDD,81500.1,83749,81500.1,82501.34,296.79,0.003575,11.37,0.000137,10,83021.58
1743292800000,2025-03-30 00:00:00,BTC/USDD,81759.31,83249,81759.31,82499,19.53,0.000238,2.32,0.000028,4,82077.68
1743206400000,2025-03-29 00:00:00,BTC/USDD,83501,83998.97,82000,82000,250.26,0.00299,213.46,0.002545,10,83702.95
1743120000000,2025-03-28 00:00:00,BTC/USDD,86001,86001,83751,83751,9.99,0.000118,0,0,8,84748.42
1743033600000,2025-03-27 00:00:00,BTC/USDD,85717.26,85717.26,85717.26,85717.26,0,0,0,0,0,85755.27
1742947200000,2025-03-26 00:00:00,BTC/USDD,87001,87001,85717.23,85717.26,109.25,0.001274,0,0,7,85755.27
1742860800000,2025-03-25 00:00:00,BTC/USDD,86751,87999,86501,87999,4.18,0.000048,2.1,0.000024,4,87254.64
1742774400000,2025-03-24 00:00:00,BTC/USDD,86299,88249,86299,88023.82,38.55,0.00044,24.11,0.000276,15,87622.81
1742688000000,2025-03-23 00:00:00,BTC/USDD,84399,85799,84399,85799,5.26,0.000062,5.26,0.000062,6,84964.85
1742601600000,2025-03-22 00:00:00,BTC/USDD,83501,83501,83501,83501,0,0,0,0,0,83510.16
1742515200000,2025-03-21 00:00:00,BTC/USDD,83513.93,83513.93,83501,83501,6.59,0.000079,0,0,2,83510.16
1742428800000,2025-03-20 00:00:00,BTC/USDD,86899,87000,83751,83751,139.43,0.001625,8.07,0.000093,7,85809.86
1742342400000,2025-03-19 00:00:00,BTC/USDD,82999,86500,82999,86500,50.96,0.000597,35.74,0.000418,14,85367.7
1742256000000,2025-03-18 00:00:00,BTC/USDD,82501,82501,81751,82499,9.13,0.000111,1.07,0.000013,6,82338.82
1742169600000,2025-03-17 00:00:00,BTC/USDD,83249,83499,83249,83499,2.08,0.000025,2.08,0.000025,2,83369.18
1742083200000,2025-03-16 00:00:00,BTC/USDD,83751,84998.99,82401,82401,759.06,0.008953,751.42,0.008861,13,84785.18
1741996800000,2025-03-15 00:00:00,BTC/USDD,84001,84001,84001,84001,0,0,0,0,0,84395.52
1741910400000,2025-03-14 00:00:00,BTC/USDD,83499,85009,82751,84001,37.46,0.000444,34.3,0.000406,9,84395.52
1741824000000,2025-03-13 00:00:00,BTC/USDD,83999,83999,80501,80501,14.2,0.000171,11.02,0.000132,5,83062.01
1741737600000,2025-03-12 00:00:00,BTC/USDD,83249,83999,81001,81001,174.56,0.002091,25.18,0.000301,14,83485.22
1741651200000,2025-03-11 00:00:00,BTC/USDD,78651,82748.98,78651,82748.98,155.3,0.00188,154.26,0.001867,11,82613.97
1741564800000,2025-03-10 00:00:00,BTC/USDD,80751,83499,78248.75,78651,354.59,0.00432,151.2,0.001828,24,82104.11
1741478400000,2025-03-09 00:00:00,BTC/USDD,85508.45,85508.45,81701,81701,301.79,0.00367,0,0,8,82237.24
1741392000000,2025-03-08 00:00:00,BTC/USDD,85753.45,86494.95,85751,86001,13.81,0.00016,10.29,0.000119,4,86324.35
1741305600000,2025-03-07 00:00:00,BTC/USDD,90999,90999,85751,86499,39.19,0.000445,16.1,0.000181,30,88093.87
1741219200000,2025-03-06 00:00:00,BTC/USDD,90982.79,92598.97,88000,90499,2959.31,0.032558,2770.64,0.030447,29,90895.76
1741132800000,2025-03-05 00:00:00,BTC/USDD,87001,90499,86501,90499,16.5,0.000189,3.31,0.000037,8,87351.29
1741046400000,2025-03-04 00:00:00,BTC/USDD,85001,88749,82001,87501,71.64,0.000825,24.62,0.00028,25,86888.13
1740960000000,2025-03-03 00:00:00,BTC/USDD,92014.37,92499,86001,86001,753.5,0.008474,68.49,0.000784,58,88936.83
1740873600000,2025-03-02 00:00:00,BTC/USDD,85999,94700,85251,93106.04,1828.37,0.020744,865.46,0.009826,74,88189.9
1740787200000,2025-03-01 00:00:00,BTC/USDD,83285.71,86249,83285.71,85986.87,2838.31,0.033161,2597.34,0.030307,21,85593.59
1740700800000,2025-02-28 00:00:00,BTC/USDD,83001,85485.05,78751.01,85240.64,1377.87,0.016996,448.37,0.005447,31,81098.02
1740614400000,2025-02-27 00:00:00,BTC/USDD,84251,86749,83501,84715.9,1070.63,0.012611,606.09,0.00716,39,84899.52
1740528000000,2025-02-26 00:00:00,BTC/USDD,87901.1,87901.1,82751,84501,3161.52,0.036209,2455,0.028129,49,87324.75
1740441600000,2025-02-25 00:00:00,BTC/USDD,91800,93954.25,86751,89399,673.86,0.00747,449.57,0.004996,36,90227.27
1740355200000,2025-02-24 00:00:00,BTC/USDD,96001.04,96001.04,91800,91800,620.84,0.006608,51.83,0.000548,39,93961.13
1740268800000,2025-02-23 00:00:00,BTC/USDD,96501,96501,96501,96501,1.06,0.000011,0,0,1,96501
1740182400000,2025-02-22 00:00:00,BTC/USDD,96481.06,96919.13,96481.06,96919.13,303.37,0.003138,303.37,0.003138,2,96677.27
1740096000000,2025-02-21 00:00:00,BTC/USDD,98899,99300,95200,95200,66.56,0.000682,33.79,0.000341,14,97633.28
1740009600000,2025-02-20 00:00:00,BTC/USDD,97699,98700,97699,98700,268.47,0.002728,268.47,0.002728,11,98414.5
1739923200000,2025-02-19 00:00:00,BTC/USDD,95799,96749,94755.62,96749,106.48,0.001102,104.39,0.00108,6,96625.64
1739836800000,2025-02-18 00:00:00,BTC/USDD,95852.88,96499,93800,95733.54,181.58,0.001907,136.24,0.001426,20,95225.47
1739750400000,2025-02-17 00:00:00,BTC/USDD,96001,96001.49,96001,96001,347.23,0.003617,0,0,3,96001.48
1739664000000,2025-02-16 00:00:00,BTC/USDD,97187.34,97187.34,96251,96251,501.77,0.005175,0,0,10,96962.59
1739577600000,2025-02-15 00:00:00,BTC/USDD,97001,97001,97001,97001,0,0,0,0,0,97738.8
1739491200000,2025-02-14 00:00:00,BTC/USDD,96999,98749,96899,97001,754.03,0.007715,546.07,0.005596,21,97738.8
1739404800000,2025-02-13 00:00:00,BTC/USDD,96501,96649,95501,96649,154.34,0.001606,148.11,0.001541,16,96104.06
1739318400000,2025-02-12 00:00:00,BTC/USDD,95514.39,97737.29,94400,97737.13,542.47,0.005568,488.94,0.005004,17,97434.53
1739232000000,2025-02-11 00:00:00,BTC/USDD,97988.52,97999,94801.05,94801.05,645.28,0.006741,17.14,0.000175,8,95730.44
1739145600000,2025-02-10 00:00:00,BTC/USDD,96744.58,98271.27,96744.58,97971.01,3483.82,0.035551,2505.01,0.02559,24,97996.02
1739059200000,2025-02-09 00:00:00,BTC/USDD,96281.72,96281.72,95000,95000,971.55,0.01012,0,0,21,96003.82
1738972800000,2025-02-08 00:00:00,BTC/USDD,97099,97299,96200,96869.58,5314.34,0.055008,2900.23,0.029926,19,96611.53
1738886400000,2025-02-07 00:00:00,BTC/USDD,99499,100499,96400,96999,10108.22,0.103143,884.02,0.009098,60,98006.54
1738800000000,2025-02-06 00:00:00,BTC/USDD,98992.24,101300,98251,99249,8161.25,0.08239,6043.67,0.061216,56,99063.01
1738713600000,2025-02-05 00:00:00,BTC/USDD,98749,99399,97051,97051,9905.34,0.100779,4788.3,0.048704,19,98288.93
1738627200000,2025-02-04 00:00:00,BTC/USDD,99001,100001,97000,97999,110.75,0.00113,1.07,0.000011,18,98015.61
1738540800000,2025-02-03 00:00:00,BTC/USDD,97404,102900,91800,98544.15,1169.98,0.012071,740.87,0.007561,101,97005.56
1738454400000,2025-02-02 00:00:00,BTC/USDD,100800,100800,97000,98395.73,79691.69,0.802038,4919.48,0.049064,134,99368.9
1738368000000,2025-02-01 00:00:00,BTC/USDD,103157.45,103157.45,101000,101000,263.86,0.002584,101.89,0.000989,24,102120
1738281600000,2025-01-31 00:00:00,BTC/USDD,105001,106099,102400,102922.22,64124.23,0.623834,1288.89,0.012502,185,102791.7
1738195200000,2025-01-30 00:00:00,BTC/USDD,103001.01,106500,103001.01,105001.01,627.07,0.005943,192.17,0.00182,41,105516.35
1738108800000,2025-01-29 00:00:00,BTC/USDD,101849,104900,101849,104900,720.93,0.007032,85.79,0.000826,38,102526.11
1738022400000,2025-01-28 00:00:00,BTC/USDD,102499,103900,101751,101996.68,1350.12,0.013166,562.93,0.005466,63,102548.84
1737936000000,2025-01-27 00:00:00,BTC/USDD,102600,102605.22,98200.01,102398.97,103865.05,1.034833,64888.13,0.645207,353,100370.26
1737849600000,2025-01-26 00:00:00,BTC/USDD,104991.44,105985.36,102800,102800,196.97,0.001875,180.76,0.001718,18,105057.47
1737763200000,2025-01-25 00:00:00,BTC/USDD,104994.38,106481.27,103450,106481.27,273.57,0.002629,31.55,0.000297,6,104067.56
1737676800000,2025-01-24 00:00:00,BTC/USDD,106800,106999,106800,106999,26.72,0.00025,26.72,0.00025,4,106911.03
1737590400000,2025-01-23 00:00:00,BTC/USDD,103501,106899.99,101600,106899.99,395.98,0.003814,274.51,0.002633,37,103844.84
1737504000000,2025-01-22 00:00:00,BTC/USDD,106378.14,106378.14,103558.96,103558.96,203.46,0.001934,34.88,0.000328,12,105214.43
1737417600000,2025-01-21 00:00:00,BTC/USDD,101751,107257.73,100600,106068.63,976.69,0.009357,688.18,0.006576,59,104414.86
1737331200000,2025-01-20 00:00:00,BTC/USDD,100730.58,109249.97,100215.59,103001,19282.29,0.17845,8622.36,0.079763,189,108078.86
1737244800000,2025-01-19 00:00:00,BTC/USDD,104797.82,106300,100001,100001,1992.29,0.019079,491.67,0.004664,87,104442.41
1737158400000,2025-01-18 00:00:00,BTC/USDD,104497.2,104975.94,102004.81,103930.12,3010.95,0.029047,1704.28,0.016382,73,103664.59
1737072000000,2025-01-17 00:00:00,BTC/USDD,100399,105800,100299,104999,1310.47,0.012702,1067.22,0.010365,98,103191.99
1736985600000,2025-01-16 00:00:00,BTC/USDD,100500,100599.99,98001,99999,4375.95,0.043953,199.54,0.001993,71,99563.77
1736899200000,2025-01-15 00:00:00,BTC/USDD,96997.43,100500,96883.79,99998.66,7040.97,0.070885,5491.98,0.055061,96,99340.29
1736812800000,2025-01-14 00:00:00,BTC/USDD,94799,97499.53,94799,96790.67,843.23,0.008741,577.58,0.005978,71,96473.43
1736726400000,2025-01-13 00:00:00,BTC/USDD,94999,95799,90000.56,94599,2351.39,0.025705,1407.37,0.015601,56,91509.41
1736640000000,2025-01-12 00:00:00,BTC/USDD,95499,95848.24,95404.4,95848.22,605.07,0.006327,423.13,0.00442,6,95634.91
1736553600000,2025-01-11 00:00:00,BTC/USDD,94513.49,94529.52,94501,94529.52,421.24,0.004457,0,0,6,94513.66
1736467200000,2025-01-10 00:00:00,BTC/USDD,93999,95699,93251,95699,970.1,0.01022,715.37,0.007525,44,94923.84
1736380800000,2025-01-09 00:00:00,BTC/USDD,95021.3,95021.3,91684.6,92749,990.05,0.010563,475.91,0.005047,64,93738.62
1736294400000,2025-01-08 00:00:00,BTC/USDD,96601,97470.63,93101.09,95596.01,965.83,0.010065,280.14,0.002901,56,95970.78
1736208000000,2025-01-07 00:00:00,BTC/USDD,102437.35,102800,96600,97510.67,719.13,0.007249,256.97,0.00259,51,99233.39
1736121600000,2025-01-06 00:00:00,BTC/USDD,98334.52,102582.77,95001.01,102364.89,1183.14,0.011837,843.53,0.008378,90,99999.57
1736035200000,2025-01-05 00:00:00,BTC/USDD,98251.01,98499,97501.01,98499,488.63,0.004991,6.38,0.000065,19,97903.22
1735948800000,2025-01-04 00:00:00,BTC/USDD,97753.66,98645.16,97751.01,98261.2,857.93,0.008745,135.79,0.001384,32,98106.07
1735862400000,2025-01-03 00:00:00,BTC/USDD,97439.99,98999,95751,98999,197.5,0.002026,145.22,0.001484,22,97491.17
1735776000000,2025-01-02 00:00:00,BTC/USDD,94933.68,97898.79,94933.68,97490.84,623.83,0.006483,608.87,0.006327,48,96232.55
1735689600000,2025-01-01 00:00:00,BTC/USDD,94457,95199,94442.68,94933.68,254.6,0.002684,180.29,0.001901,15,94860.45
1735603200000,2024-12-31 00:00:00,BTC/USDD,92799,96200,92061.98,93019.83,373.04,0.003956,324.66,0.003432,50,94310.02
1735516800000,2024-12-30 00:00:00,BTC/USDD,93998.99,94899,91838.78,93455.12,8695.64,0.092826,4064.32,0.042892,34,93688.12
1735430400000,2024-12-29 00:00:00,BTC/USDD,95497.28,95497.28,93300,93300,92.83,0.000987,59.89,0.000635,13,94063.28
1735344000000,2024-12-28 00:00:00,BTC/USDD,94013.38,95987.4,94013.38,95987.4,3315.04,0.034829,3284.06,0.0345,15,95181.49
1735257600000,2024-12-27 00:00:00,BTC/USDD,96001,97499,93900,94776.94,1089.04,0.011335,426.47,0.004451,39,96086.46
1735171200000,2024-12-26 00:00:00,BTC/USDD,99700,100000,95251.69,95251.69,141.98,0.001449,44.93,0.00045,15,98013.61
1735084800000,2024-12-25 00:00:00,BTC/USDD,98461.04,99600,98461.04,99600,71.15,0.00072,52.32,0.000529,14,98829.11
1734998400000,2024-12-24 00:00:00,BTC/USDD,94851,99500,93006.08,99085.02,613.89,0.006434,168.76,0.001717,39,95460.83
1734912000000,2024-12-23 00:00:00,BTC/USDD,95832.46,96499,93001,95499,117.8,0.001229,42.88,0.000448,33,95863.38
1734825600000,2024-12-22 00:00:00,BTC/USDD,97388.57,97596.38,92500,95840.68,209.86,0.002185,63.86,0.000662,19,96072.01
1734739200000,2024-12-21 00:00:00,BTC/USDD,97455,99499,97364.16,97364.16,739.17,0.007584,710.72,0.007292,10,97464.99
1734652800000,2024-12-20 00:00:00,BTC/USDD,97749,97999,92700,97499,697.45,0.007395,137.97,0.001458,45,94319.76
1734566400000,2024-12-19 00:00:00,BTC/USDD,100100,102599,96300,96300,8964.77,0.092286,6735.51,0.069276,89,97151.82
1734480000000,2024-12-18 00:00:00,BTC/USDD,105100.01,105603.02,100400,100400.01,8853.4,0.085382,2363.92,0.022699,78,103695.11
1734393600000,2024-12-17 00:00:00,BTC/USDD,105566.87,108200,105021.94,106267.88,684.14,0.00642,238.45,0.002219,34,106571.77
1734307200000,2024-12-16 00:00:00,BTC/USDD,105306.97,107758.99,103751,105525.42,2718.39,0.025474,1932.02,0.017997,97,106729.33
1734220800000,2024-12-15 00:00:00,BTC/USDD,102564.85,105016.1,100502.69,104480.88,3170.73,0.030842,464.15,0.004474,68,102815.07
1734134400000,2024-12-14 00:00:00,BTC/USDD,102000,102881.89,101001,101001,282.18,0.002769,42.2,0.000412,12,101910.39
1734048000000,2024-12-13 00:00:00,BTC/USDD,99876.18,101800,99743.91,100501.01,245.43,0.002448,59.76,0.00059,12,100262.67
1733961600000,2024-12-12 00:00:00,BTC/USDD,101700,102576.69,99784.05,99784.05,542.47,0.005391,59.6,0.000585,32,100631.14
1733875200000,2024-12-11 00:00:00,BTC/USDD,98560.49,101700,98560.49,101700,1913.01,0.019029,878.37,0.008744,50,100536.21
1733788800000,2024-12-10 00:00:00,BTC/USDD,95101.6,98439.96,94501.33,94501.68,1209.75,0.012567,56.67,0.000578,23,96275.2
1733702400000,2024-12-09 00:00:00,BTC/USDD,98558.86,98922.5,94400,94400.01,1564.95,0.016239,2.47,0.000026,35,96385.76
1733616000000,2024-12-08 00:00:00,BTC/USDD,98009.52,101382.94,98009.52,101382.94,176.57,0.001794,22.3,0.00022,2,98435.64
1733529600000,2024-12-07 00:00:00,BTC/USDD,101337.17,101337.17,100734.73,100734.73,979.26,0.009705,979.26,0.009705,5,100904.02
1733443200000,2024-12-06 00:00:00,BTC/USDD,97431.48,101700,97431.48,99501,2932.59,0.029658,626.15,0.006373,61,98885.09
1733356800000,2024-12-05 00:00:00,BTC/USDD,98999,103187.12,94200,96721.05,35842.26,0.364356,21464.6,0.22001,244,98414.6
1733270400000,2024-12-04 00:00:00,BTC/USDD,96147.77,98899,94800,98899,3620.67,0.037077,1823.25,0.018742,73,97660.37
1733184000000,2024-12-03 00:00:00,BTC/USDD,94303.16,98599,93700.03,96217.99,47942.84,0.496817,35351.68,0.364728,198,96516.02
1733097600000,2024-12-02 00:00:00,BTC/USDD,96001.01,97096.79,94300.01,94319.83,29239.29,0.308902,25140.17,0.265469,127,94663.52
1733011200000,2024-12-01 00:00:00,BTC/USDD,96494.61,97838.62,96494.61,97838.29,1481.69,0.015233,888.27,0.009116,15,97269.7
1732924800000,2024-11-30 00:00:00,BTC/USDD,96751,97958.96,96751,97419.69,126.21,0.00129,124.27,0.00127,3,97840.12
1732838400000,2024-11-29 00:00:00,BTC/USDD,95999,98498.99,95740.99,98415.86,599.33,0.006193,426.2,0.004388,33,96788.2
1732752000000,2024-11-28 00:00:00,BTC/USDD,95750.21,95999,94700,95999,59.42,0.000625,11.7,0.000122,15,95084.6
1732665600000,2024-11-27 00:00:00,BTC/USDD,93209,97000,92501.01,95750.21,497.82,0.005225,333.27,0.003496,43,95292.12
1732579200000,2024-11-26 00:00:00,BTC/USDD,92600.45,95460.1,91000,91000,3429.06,0.036253,0,0,23,94607.35
1732492800000,2024-11-25 00:00:00,BTC/USDD,96505.48,98931.57,92600.64,92600.64,1702.08,0.017984,77.07,0.000781,60,94677.05
1732406400000,2024-11-24 00:00:00,BTC/USDD,98966.74,98966.74,95400,97999,5938.38,0.061151,4656.01,0.047835,37,97117.02
1732320000000,2024-11-23 00:00:00,BTC/USDD,99008.7,99042.98,97251.07,98758.82,2511.45,0.025433,1924.21,0.019462,29,98748.95
1732233600000,2024-11-22 00:00:00,BTC/USDD,97238.31,99225.87,95200.01,98501,1918.84,0.01993,887.36,0.009234,30,96289.72
1732147200000,2024-11-21 00:00:00,BTC/USDD,94232.98,98293.22,94230.52,98293.22,10641.69,0.111369,5112.36,0.053489,87,95558.16
1732060800000,2024-11-20 00:00:00,BTC/USDD,91501.01,94200,91501,93001.01,15768.77,0.169029,13503.62,0.144621,76,93295.64
1731974400000,2024-11-19 00:00:00,BTC/USDD,91609.46,93499.99,91608.84,93378.11,6999.79,0.07582,1043.49,0.011351,54,92328.06
1731888000000,2024-11-18 00:00:00,BTC/USDD,91509,92109,89200,90501,11417.54,0.124845,4015.57,0.043807,56,91457.85
1731801600000,2024-11-17 00:00:00,BTC/USDD,89751,89751,88501.8,88503.53,129.82,0.001459,0,0,13,88982.24
1731715200000,2024-11-16 00:00:00,BTC/USDD,91474.19,91506.85,89751.01,90474.2,1810.02,0.019948,631.83,0.006909,22,90740.58
1731628800000,2024-11-15 00:00:00,BTC/USDD,87999,91509,87501,91509,1002.81,0.011329,291.4,0.003229,51,88533.59
1731542400000,2024-11-14 00:00:00,BTC/USDD,89858.44,91905.44,86700,86700,6314.96,0.071113,379.94,0.00434,93,88809.92
1731456000000,2024-11-13 00:00:00,BTC/USDD,87843.38,92800,86501,87950,2112.62,0.023337,388.84,0.004357,60,90583.77
1731369600000,2024-11-12 00:00:00,BTC/USDD,87001,89998.66,85001.45,87647.33,15485.6,0.176384,8856.86,0.100799,94,87832.43
1731283200000,2024-11-11 00:00:00,BTC/USDD,80483.95,88888,80483.95,88884.39,27183.33,0.321532,8962.14,0.105763,130,84565.15
1731196800000,2024-11-10 00:00:00,BTC/USDD,77009,81167.42,75559.11,81167.42,12742.27,0.162568,8410.14,0.10724,56,78383.04
1731110400000,2024-11-09 00:00:00,BTC/USDD,75787.53,75787.53,75787.52,75787.52,1783.88,0.023538,0,0,2,75787.52
1731024000000,2024-11-08 00:00:00,BTC/USDD,75811.86,76959,75811.86,76872.4,255.92,0.00334,94.88,0.001235,16,76627.1
1730937600000,2024-11-07 00:00:00,BTC/USDD,75100,76609,74550,76609,637.64,0.008452,273.64,0.003604,33,75448.74
1730851200000,2024-11-06 00:00:00,BTC/USDD,70509,76159,70509,76159,4601.65,0.061958,4031.66,0.054208,170,74281.33
1730764800000,2024-11-05 00:00:00,BTC/USDD,68809,70409,68809,70409,104.35,0.001502,104.35,0.001502,21,69478.26
